/Dret<0> X,/Dret<0> Y
6.000000000000001e-08,9.021063009054084e-08
6.012500000000056e-08,-1.240488116028501e-06
6.025000000000056e-08,6.851155228951816e-05
6.037500000000055e-08,-3.852340262595279e-05
6.050000000000055e-08,-6.959795962901844e-05
6.062500000000054e-08,-6.78970389222654e-05
6.075000000000054e-08,-0.0004750435058018715
6.087500000000054e-08,-0.0002975079104782595
6.100000000000053e-08,-4.946621262927907e-06
6.112500000000053e-08,1.622004810506906e-05
6.125000000000053e-08,1.591599021307296e-05
6.137500000000052e-08,1.480164545984124e-05
6.150000000000052e-08,1.383286064631764e-05
6.162500000000051e-08,1.288882272100389e-05
6.175000000000051e-08,1.19763349659197e-05
6.187500000000052e-08,1.112089340594701e-05
6.200000000000001e-08,1.033767651776785e-05
6.21250000000005e-08,1.233505138045655e-05
6.225000000000049e-08,-3.42647926264406e-05
6.237500000000049e-08,2.315336669587357e-05
6.250000000000049e-08,0.0002161369981021014
6.262500000000048e-08,0.001009383765276031
6.275000000000048e-08,-0.0001508775878049004
6.287500000000048e-08,-0.0003789189543293078
6.300000000000047e-08,-5.731033784541326e-05
6.312500000000047e-08,-1.625662508856512e-06
6.325000000000046e-08,4.950882812951662e-06
6.337500000000046e-08,3.572676431222212e-06
6.350000000000046e-08,2.046845958957784e-06
6.362500000000045e-08,1.146425109467784e-06
6.375000000000045e-08,6.915486260497955e-07
6.387500000000046e-08,4.541511182281516e-07
6.4e-08,3.247296109198865e-07
6.412500000000044e-08,-1.314792493768298e-06
6.425000000000043e-08,9.336639000134548e-05
6.437500000000043e-08,-0.0002250574648627371
6.450000000000043e-08,-0.004812391607345256
6.462500000000042e-08,-0.0008478623909603657
6.475000000000042e-08,0.5016448524726994
6.487500000000041e-08,1.788275981341326
6.500000000000041e-08,1.799056686856087
6.512500000000041e-08,1.79993522765893
6.52500000000004e-08,1.799981528499508
6.53750000000004e-08,1.799986533570372
6.550000000000039e-08,1.79998947795637
6.562500000000039e-08,1.799991269309115
6.575000000000039e-08,1.799992426364601
6.58750000000004e-08,1.799993243431381
6.600000000000001e-08,1.7999938706205
6.612500000000038e-08,1.799992337309721
6.625000000000037e-08,1.799962154802122
6.637500000000037e-08,1.800173642178609
6.650000000000036e-08,1.801010751077931
6.662500000000036e-08,1.804964019368941
6.675000000000036e-08,1.81562288680224
6.687500000000035e-08,1.801216336449328
6.700000000000035e-08,1.798992496672026
6.712500000000034e-08,1.799498845104852
6.725000000000034e-08,1.799691620339217
6.737500000000034e-08,1.799776230455912
6.750000000000033e-08,1.799824538377333
6.762500000000033e-08,1.799855789194622
6.775000000000033e-08,1.799877618887481
6.787500000000033e-08,1.799893830513138
6.8e-08,1.799906289334645
6.812500000000031e-08,1.799914052039429
6.825000000000031e-08,1.800021838117631
6.837500000000031e-08,1.799848063978787
6.85000000000003e-08,1.799791581563727
6.86250000000003e-08,1.801477896586025
6.875000000000029e-08,1.896511606983758
6.887500000000029e-08,0.03342901762973384
6.900000000000029e-08,0.004763683243045976
6.912500000000028e-08,0.001669163501568056
6.925000000000028e-08,0.0005549801493310297
6.937500000000028e-08,0.0001814417397968857
6.950000000000027e-08,5.760836114635167e-05
6.962500000000027e-08,1.997294493675546e-05
6.975000000000026e-08,9.509397530058166e-06
6.987500000000027e-08,6.275707168478081e-06
7e-08,5.266945839930323e-06
7.012500000000025e-08,9.60143420663636e-06
7.025000000000025e-08,-3.662801242598669e-05
7.037500000000024e-08,2.091391109952874e-05
7.050000000000024e-08,0.0002136849299130346
7.062500000000024e-08,0.0009929105859571893
7.075000000000023e-08,-0.0001624391876727784
7.087500000000023e-08,-0.0003812612294017065
7.100000000000023e-08,-5.762705284158337e-05
7.112500000000022e-08,-1.727001940830783e-06
7.125000000000022e-08,4.891683948472141e-06
7.137500000000021e-08,3.521571093338556e-06
7.150000000000021e-08,1.99729945134107e-06
