/D<0> X,/D<0> Y
9.887499999999937e-08,0
9.899999999999936e-08,0
9.912499999999936e-08,0
9.924999999999936e-08,0
9.937499999999935e-08,0
9.949999999999935e-08,0
9.962499999999935e-08,0
9.974999999999934e-08,0
9.987499999999935e-08,0
9.999999999999933e-08,0
1.001249999999993e-07,0
1.002499999999993e-07,0
1.003749999999993e-07,0
1.004999999999993e-07,0
1.006249999999993e-07,0
1.007499999999993e-07,0
1.008749999999993e-07,0
1.009999999999993e-07,0
1.011249999999993e-07,0
1.012499999999993e-07,0
1.013749999999993e-07,0
1.014999999999993e-07,0
1.016249999999993e-07,0
1.017499999999993e-07,0
1.018749999999993e-07,0
1.019999999999993e-07,0
1.021249999999993e-07,1.8
1.022499999999993e-07,1.8
1.023749999999993e-07,1.8
1.024999999999993e-07,1.8
1.026249999999993e-07,1.8
1.027499999999992e-07,1.8
1.028749999999992e-07,1.8
1.029999999999992e-07,1.8
1.031249999999992e-07,1.8
1.032499999999992e-07,1.8
1.033749999999992e-07,1.8
1.034999999999992e-07,1.8
1.036249999999992e-07,1.8
1.037499999999992e-07,1.8
1.038749999999992e-07,1.8
1.039999999999992e-07,1.8
1.041249999999992e-07,1.8
1.042499999999992e-07,1.8
1.043749999999992e-07,1.8
1.044999999999992e-07,1.8
1.046249999999992e-07,1.8
1.047499999999992e-07,1.8
1.048749999999992e-07,1.8
1.049999999999992e-07,1.8
1.051249999999992e-07,1.8
1.052499999999992e-07,1.8
1.053749999999992e-07,1.8
1.054999999999992e-07,1.8
1.056249999999992e-07,1.8
1.057499999999992e-07,1.8
1.058749999999992e-07,1.8
1.059999999999991e-07,1.8
1.061249999999991e-07,1.8
1.062499999999991e-07,1.8
1.063749999999991e-07,1.8
1.064999999999991e-07,1.8
1.066249999999991e-07,1.8
1.067499999999991e-07,1.8
1.068749999999991e-07,1.8
1.069999999999991e-07,1.8
1.071249999999991e-07,1.8
1.072499999999991e-07,1.8
1.073749999999991e-07,1.8
1.074999999999991e-07,1.8
1.076249999999991e-07,1.8
1.077499999999991e-07,1.8
1.078749999999991e-07,1.8
1.079999999999991e-07,1.8
1.081249999999991e-07,1.8
1.082499999999991e-07,1.8
1.083749999999991e-07,1.8
1.084999999999991e-07,1.8
1.086249999999991e-07,1.8
1.087499999999991e-07,1.8
1.088749999999991e-07,1.8
1.089999999999991e-07,1.8
1.091249999999991e-07,1.8
1.09249999999999e-07,1.8
1.09374999999999e-07,1.8
1.09499999999999e-07,1.8
