Power_Bias X,Power_Bias Y
5.237500000000041e-08,0.00018
5.250000000000042e-08,0.00018
5.262500000000042e-08,0.00018
5.275000000000042e-08,0.00018
5.287500000000043e-08,0.00018
5.300000000000043e-08,0.00018
5.312500000000043e-08,0.00018
5.325000000000043e-08,0.00018
5.337500000000044e-08,0.00018
5.350000000000044e-08,0.00018
5.362500000000044e-08,0.00018
5.375000000000044e-08,0.00018
5.387500000000044e-08,0.00018
5.4e-08,0.00018
5.412500000000045e-08,0.00018
5.425000000000046e-08,0.00018
5.437500000000046e-08,0.00018
5.450000000000046e-08,0.00018
5.462500000000046e-08,0.00018
5.475000000000047e-08,0.00018
5.487500000000047e-08,0.00018
5.500000000000047e-08,0.00018
5.512500000000048e-08,0.00018
5.525000000000048e-08,0.00018
5.537500000000048e-08,0.00018
5.550000000000048e-08,0.00018
5.562500000000049e-08,0.00018
5.575000000000049e-08,0.00018
5.587500000000049e-08,0.00018
5.600000000000001e-08,0.00018
5.61250000000005e-08,0.00018
5.62500000000005e-08,0.00018
5.63750000000005e-08,0.00018
5.650000000000051e-08,0.00018
5.662500000000051e-08,0.00018
5.675000000000051e-08,0.00018
5.687500000000051e-08,0.00018
5.700000000000052e-08,0.00018
5.712500000000052e-08,0.00018
5.725000000000052e-08,0.00018
5.737500000000053e-08,0.00018
5.750000000000053e-08,0.00018
5.762500000000053e-08,0.00018
5.775000000000053e-08,0.00018
5.787500000000053e-08,0.00018
5.8e-08,0.00018
5.812500000000054e-08,0.00018
5.825000000000054e-08,0.00018
5.837500000000055e-08,0.00018
5.850000000000055e-08,0.00018
5.862500000000055e-08,0.00018
5.875000000000056e-08,0.00018
5.887500000000056e-08,0.00018
5.900000000000056e-08,0.00018
5.912500000000056e-08,0.00018
5.925000000000057e-08,0.00018
5.937500000000057e-08,0.00018
5.950000000000057e-08,0.00018
5.962500000000058e-08,0.00018
5.975000000000057e-08,0.00018
5.987500000000058e-08,0.00018
6.000000000000001e-08,0.00018
6.012500000000056e-08,0.00018
